index,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
295,weather,UA-2906-PHL-MCO,03:50 PM,04:28 PM,06:23 PM,06:38 PM
296,weather,UA-938-DEN-ORD,04:16 PM,04:15 PM,07:35 PM,07:36 PM
297,weather,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:53 PM
298,weather,CO-16-LAX-EWR,10:25 AM,10:20 AM,06:44 PM,06:34 PM
299,weather,UA-2515-DFW-CLT,07:05 AM,07:05 AM,10:31 AM,10:47 AM
300,weather,AA-400-DFW-JFK,10:40 AM,11:01 AM,02:59 PM,03:04 PM
301,weather,UA-664-ORD-PHL,01:33 PM,01:31 PM,04:31 PM,04:23 PM
302,weather,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM
303,weather,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM,12:29 AM
304,weather,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM
305,weather,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM
306,weather,AA-1165-JFK-MIA,06:59 AM,07:22 AM,10:34 AM,10:04 AM
307,weather,AA-431-MIA-SFO,08:35 AM,08:51 AM,11:50 AM,11:44 AM
308,weather,UA-257-JFK-SFO,02:30 PM,02:26 PM,06:15 PM,05:42 PM
309,weather,UA-3373-IAD-PHL,08:29 AM,08:26 AM,09:24 AM,09:13 AM
310,weather,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM
311,weather,CO-1250-MIA-IAH,02:53 PM,03:01 PM,04:48 PM,04:59 PM
312,weather,UA-6273-YYC-SFO,07:35 AM,07:27 AM,09:43 AM,08:45 AM
313,weather,UA-858-PVG-SFO,01:45 PM,01:32 PM,08:27 AM,08:02 AM
314,weather,UA-2704-DTW-PHX,11:15 AM,11:15 AM,01:40 PM,02:00 PM
315,weather,AA-3063-SLC-LAX,08:20 PM,08:39 PM,09:20 PM,09:20 PM
316,weather,UA-2708-EWR-CLT,02:55 PM,02:55 PM,04:53 PM,04:44 PM
317,weather,UA-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
318,weather,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:43 PM
319,weather,AA-1917-JFK-MCO,02:55 PM,03:27 PM,05:55 PM,05:43 PM
320,weather,AA-2268-PHX-ORD,07:15 AM,07:22 AM,11:35 AM,11:06 AM
321,weather,UA-2314-ATL-PHL,02:55 PM,02:55 PM,05:00 PM,04:47 PM
322,weather,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,01:43 PM
323,weather,AA-2957-DFW-CVG,07:55 AM,08:04 AM,11:05 AM,11:01 AM
324,weather,UA-37-EDI-EWR,09:05 AM,08:52 AM,11:53 AM,12:09 PM
325,weather,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:35 PM,03:13 PM
326,weather,UA-854-SFO-IAH,07:53 AM,07:49 AM,01:39 PM,01:30 PM
327,weather,AA-415-BOS-ORD,08:35 AM,08:56 AM,10:40 AM,10:16 AM
328,weather,AA-85-JFK-SFO,03:05 PM,03:36 PM,06:30 PM,06:43 PM
329,weather,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:15 PM
330,weather,CO-50-CLE-EWR,02:55 PM,03:31 PM,04:49 PM,05:26 PM
331,weather,UA-3099-PHX-PHL,11:55 AM,11:55 AM,06:17 PM,05:38 PM
332,weather,AA-4198-ORD-CLE,10:40 AM,10:54 AM,12:55 PM,12:50 PM
333,weather,AA-404-MIA-MCO,06:45 AM,06:57 AM,07:45 AM,07:40 AM
334,weather,CO-45-EWR-MIA,04:00 PM,03:58 PM,07:05 PM,06:36 PM
335,weather,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:40 AM,06:19 AM
336,weather,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:45 AM,11:12 AM
337,weather,AA-222-LAX-BOS,07:10 AM,07:31 AM,03:30 PM,03:14 PM
338,airtravelcenter,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:32 AM
339,airtravelcenter,CO-1586-IAH-MCO,07:00 PM,07:14 PM,10:15 PM,10:29 PM
340,airtravelcenter,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM
341,airtravelcenter,UA-397-JFK-SFO,08:00 AM,08:29 AM,11:55 AM,11:58 AM
342,airtravelcenter,UA-3925-IAD-ORF,08:41 AM,08:42 AM,09:54 AM,09:43 AM
343,airtravelcenter,AA-1733-ORD-PHX,07:45 PM,07:58 PM,10:30 PM,10:30 PM
344,airtravelcenter,UA-2830-MCO-CLT,03:27 PM,03:27 PM,05:05 PM,05:17 PM
345,airtravelcenter,CO-58-DEN-IAH,11:25 AM,11:32 AM,02:50 PM,03:31 PM
346,airtravelcenter,AA-1544-SAN-ORD,11:25 AM,11:40 AM,05:25 PM,04:56 PM
347,airtravelcenter,UA-5487-SFO-MRY,10:39 AM,10:33 AM,11:19 AM,11:21 AM
348,airtravelcenter,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM
349,airtravelcenter,UA-414-LAX-SFO,06:00 AM,05:56 AM,07:23 AM,07:17 AM
350,airtravelcenter,CO-1614-LAX-IAH,12:30 AM,12:41 AM,05:35 AM,05:26 AM
351,airtravelcenter,UA-2726-FLL-PHL,04:00 PM,04:00 PM,06:46 PM,06:28 PM
352,airtravelcenter,CO-52-IAH-LAX,07:35 AM,07:29 AM,09:21 AM,09:14 AM
353,airtravelcenter,CO-1090-BOS-IAH,09:45 AM,10:19 AM,01:16 PM,01:19 PM
354,airtravelcenter,AA-616-DFW-DTW,09:05 AM,10:10 AM,12:35 PM,01:27 PM
355,airtravelcenter,UA-3515-IAD-MSP,08:15 AM,08:12 AM,10:06 AM,09:56 AM
356,airtravelcenter,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM
357,airtravelcenter,AA-484-DFW-MIA,04:15 PM,04:29 PM,07:55 PM,07:39 PM
358,airtravelcenter,AA-1886-BOS-MIA,10:45 AM,10:55 AM,02:20 PM,01:40 PM
359,airtravelcenter,CO-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
360,airtravelcenter,CO-1561-PHX-IAH,08:05 AM,08:00 AM,11:35 AM,11:32 AM
361,airtravelcenter,UA-2314-ATL-PHL,02:55 PM,02:55 PM,05:00 PM,04:47 PM
362,airtravelcenter,AA-446-DFW-PHL,11:50 AM,12:12 PM,03:50 PM,04:09 PM
363,airtravelcenter,CO-1023-IAH-DEN,11:40 AM,11:56 AM,01:17 PM,01:14 PM
364,airtravelcenter,AA-466-IAH-MIA,06:00 AM,06:08 AM,09:20 AM,09:05 AM
365,airtravelcenter,UA-3050-PHX-CLT,11:05 AM,11:30 AM,04:57 PM,05:05 PM
366,airtravelcenter,CO-89-IAH-EWR,06:00 AM,06:02 AM,10:20 AM,10:27 AM
367,airtravelcenter,CO-1088-CLE-IAH,08:40 AM,08:40 AM,10:54 AM,10:56 AM
368,airtravelcenter,AA-1664-MIA-ATL,10:15 AM,10:18 AM,12:10 PM,11:56 AM
369,airtravelcenter,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:30 PM
370,airtravelcenter,UA-854-SFO-IAH,07:53 AM,07:49 AM,01:39 PM,01:30 PM
371,airtravelcenter,UA-382-IAD-LAX,12:30 PM,12:35 PM,03:19 PM,03:21 PM
372,airtravelcenter,AA-4344-ORD-DTW,11:45 AM,12:13 PM,02:00 PM,02:10 PM
373,airtravelcenter,UA-257-JFK-SFO,02:30 PM,02:26 PM,06:15 PM,05:42 PM
374,airtravelcenter,UA-2945-PHL-CLT,12:00 AM,03:11 AM,01:45 PM,01:15 PM
375,airtravelcenter,CO-63-EWR-IAH,05:25 PM,05:22 PM,08:22 PM,08:03 PM
376,airtravelcenter,CO-47-IAH-LAX,07:10 PM,08:25 PM,08:56 PM,09:52 PM
377,airtravelcenter,AA-2050-ORD-MIA,10:40 AM,11:05 AM,02:45 PM,02:46 PM
378,airtravelcenter,UA-248-PHX-ORD,12:57 PM,01:32 PM,05:15 PM,05:34 PM
379,airtravelcenter,AA-4330-CVG-ORD,03:35 PM,03:36 PM,04:00 PM,03:33 PM
380,airtravelcenter,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:35 AM,10:36 AM
381,airtravelcenter,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,07:25 PM
382,airtravelcenter,AA-4307-ORD-DTW,06:45 PM,06:55 PM,09:10 PM,08:53 PM
383,airtravelcenter,AA-3-JFK-LAX,12:00 PM,12:11 PM,03:15 PM,03:16 PM
384,airtravelcenter,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM
385,airtravelcenter,UA-843-LAX-ORD,01:55 PM,02:10 PM,07:53 PM,07:58 PM
386,airtravelcenter,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:18 PM,12:09 PM
387,airtravelcenter,AA-3842-MSP-ORD,06:00 AM,06:56 AM,07:30 AM,07:51 AM
388,airtravelcenter,AA-643-MIA-ORD,07:10 AM,07:30 AM,09:35 AM,09:31 AM
389,airtravelcenter,AA-1007-MIA-PHX,04:55 PM,05:08 PM,08:05 PM,07:55 PM
390,airtravelcenter,AA-2525-DFW-MIA,07:25 AM,07:39 AM,11:10 AM,11:06 AM
391,airtravelcenter,UA-2906-PHL-MCO,03:50 PM,04:28 PM,06:23 PM,06:38 PM
392,airtravelcenter,UA-938-DEN-ORD,04:16 PM,04:15 PM,07:35 PM,07:36 PM
393,airtravelcenter,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:53 PM
394,airtravelcenter,CO-16-LAX-EWR,10:25 AM,10:20 AM,06:44 PM,06:34 PM
395,airtravelcenter,UA-2515-DFW-CLT,07:05 AM,07:05 AM,10:31 AM,10:47 AM
396,airtravelcenter,AA-400-DFW-JFK,10:40 AM,11:01 AM,02:59 PM,03:04 PM
397,airtravelcenter,UA-664-ORD-PHL,01:33 PM,01:31 PM,04:31 PM,04:23 PM
398,airtravelcenter,AA-3756-ORD-SLC,12:15 PM,12:41 PM,02:45 PM,02:50 PM
399,airtravelcenter,UA-37-EWR-MCO,01:29 PM,01:48 PM,04:17 PM,04:17 PM
400,airtravelcenter,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM
401,airtravelcenter,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM,12:29 AM
402,airtravelcenter,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM
403,airtravelcenter,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM
404,airtravelcenter,AA-1165-JFK-MIA,06:59 AM,07:22 AM,10:34 AM,10:04 AM
405,airtravelcenter,AA-431-MIA-SFO,08:35 AM,08:51 AM,11:50 AM,11:44 AM
406,airtravelcenter,UA-3373-IAD-PHL,08:29 AM,08:26 AM,09:24 AM,09:13 AM
407,airtravelcenter,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM
408,airtravelcenter,CO-1250-MIA-IAH,02:53 PM,03:01 PM,04:48 PM,04:59 PM
409,airtravelcenter,UA-6273-YYC-SFO,07:35 AM,07:27 AM,09:43 AM,08:45 AM
410,airtravelcenter,UA-828-SFO-ORD,11:08 PM,11:08 PM,05:11 AM,05:11 AM
411,airtravelcenter,CO-4888-IAH-DAL,05:30 PM,05:30 PM,06:40 PM,06:40 PM
412,airtravelcenter,UA-858-PVG-SFO,01:45 PM,01:32 PM,08:27 AM,08:02 AM
413,airtravelcenter,UA-2704-DTW-PHX,11:15 AM,11:15 AM,01:40 PM,02:00 PM
414,airtravelcenter,AA-3063-SLC-LAX,08:20 PM,08:39 PM,09:20 PM,09:20 PM
415,airtravelcenter,UA-2708-EWR-CLT,02:55 PM,02:55 PM,04:53 PM,04:44 PM
416,airtravelcenter,UA-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
417,airtravelcenter,UA-1500-IAH-GUA,08:55 AM,09:16 AM,11:45 AM,11:56 AM
418,airtravelcenter,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:43 PM
419,airtravelcenter,AA-1917-JFK-MCO,02:55 PM,03:27 PM,05:55 PM,05:43 PM
420,airtravelcenter,AA-2268-PHX-ORD,07:15 AM,07:22 AM,11:35 AM,11:06 AM
421,airtravelcenter,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,01:43 PM
422,airtravelcenter,AA-2957-DFW-CVG,07:55 AM,08:04 AM,11:05 AM,11:01 AM
423,airtravelcenter,UA-37-EDI-EWR,09:05 AM,08:52 AM,11:53 AM,12:09 PM
424,airtravelcenter,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:35 PM,03:13 PM
425,airtravelcenter,AA-415-BOS-ORD,08:35 AM,08:56 AM,10:40 AM,10:16 AM
426,airtravelcenter,AA-85-JFK-SFO,03:05 PM,03:36 PM,06:30 PM,06:43 PM
427,airtravelcenter,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:00 AM,08:06 AM
428,airtravelcenter,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:15 PM
429,airtravelcenter,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM
430,airtravelcenter,CO-50-CLE-EWR,02:55 PM,03:31 PM,04:49 PM,05:26 PM
431,airtravelcenter,UA-3099-PHX-PHL,11:55 AM,11:55 AM,06:17 PM,05:38 PM
432,airtravelcenter,AA-4198-ORD-CLE,10:40 AM,10:54 AM,12:55 PM,12:50 PM
433,airtravelcenter,AA-404-MIA-MCO,06:45 AM,06:57 AM,07:45 AM,07:40 AM
434,airtravelcenter,CO-45-EWR-MIA,04:00 PM,03:58 PM,07:05 PM,06:36 PM
435,airtravelcenter,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:40 AM,06:19 AM
436,airtravelcenter,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:45 AM,11:12 AM
437,airtravelcenter,AA-222-LAX-BOS,07:10 AM,07:31 AM,03:30 PM,03:14 PM
438,flightview,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:32 AM
439,flightview,CO-1586-IAH-MCO,07:00 PM,07:14 PM,10:15 PM,10:29 PM
440,flightview,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM
441,flightview,UA-397-JFK-SFO,08:00 AM,08:29 AM,11:55 AM,11:58 AM
442,flightview,UA-3925-IAD-ORF,08:41 AM,08:42 AM,09:54 AM,09:43 AM
443,flightview,AA-1733-ORD-PHX,07:45 PM,07:58 PM,10:30 PM,10:30 PM
444,flightview,AA-3-JFK-LAX,12:00 PM,12:11 PM,03:15 PM,03:16 PM
445,flightview,UA-2830-MCO-CLT,03:27 PM,03:27 PM,05:05 PM,05:17 PM
446,flightview,CO-58-DEN-IAH,11:25 AM,11:32 AM,02:50 PM,03:31 PM
447,flightview,UA-5487-SFO-MRY,10:39 AM,10:33 AM,11:19 AM,11:21 AM
448,flightview,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM
449,flightview,UA-414-LAX-SFO,06:00 AM,05:56 AM,07:23 AM,07:17 AM
450,flightview,CO-1614-LAX-IAH,12:30 AM,12:41 AM,05:35 AM,05:26 AM
451,flightview,UA-2726-FLL-PHL,04:00 PM,04:00 PM,06:46 PM,06:28 PM
452,flightview,CO-52-IAH-LAX,07:35 AM,07:29 AM,09:21 AM,09:14 AM
453,flightview,CO-1090-BOS-IAH,09:45 AM,10:19 AM,01:16 PM,01:19 PM
454,flightview,AA-616-DFW-DTW,09:05 AM,10:10 AM,12:35 PM,01:27 PM
455,flightview,UA-3515-IAD-MSP,08:15 AM,08:12 AM,10:06 AM,09:56 AM
456,flightview,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM
457,flightview,AA-484-DFW-MIA,04:15 PM,04:29 PM,07:55 PM,07:39 PM
458,flightview,AA-1886-BOS-MIA,10:45 AM,10:55 AM,02:20 PM,01:40 PM
459,flightview,CO-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
460,flightview,CO-1561-PHX-IAH,08:05 AM,08:00 AM,11:35 AM,11:32 AM
461,flightview,UA-2314-ATL-PHL,02:55 PM,02:55 PM,05:00 PM,04:47 PM
462,flightview,AA-446-DFW-PHL,11:50 AM,12:12 PM,03:50 PM,04:09 PM
463,flightview,CO-1023-IAH-DEN,11:40 AM,11:56 AM,01:17 PM,01:14 PM
464,flightview,AA-466-IAH-MIA,06:00 AM,06:08 AM,09:20 AM,09:05 AM
465,flightview,UA-3050-PHX-CLT,11:05 AM,11:30 AM,04:57 PM,05:05 PM
466,flightview,CO-89-IAH-EWR,06:00 AM,06:02 AM,10:20 AM,10:27 AM
467,flightview,CO-1088-CLE-IAH,08:40 AM,08:40 AM,10:54 AM,10:56 AM
468,flightview,AA-1664-MIA-ATL,10:15 AM,10:18 AM,12:10 PM,11:56 AM
469,flightview,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:30 PM
470,flightview,UA-854-SFO-IAH,07:53 AM,07:49 AM,01:39 PM,01:30 PM
471,flightview,UA-382-IAD-LAX,12:30 PM,12:35 PM,03:19 PM,03:21 PM
472,flightview,AA-4344-ORD-DTW,11:45 AM,12:13 PM,02:00 PM,02:10 PM
473,flightview,UA-257-JFK-SFO,02:30 PM,02:26 PM,06:15 PM,05:42 PM
474,flightview,UA-2945-PHL-CLT,12:00 AM,03:11 AM,01:45 PM,01:15 PM
475,flightview,CO-63-EWR-IAH,05:25 PM,05:22 PM,08:22 PM,08:03 PM
476,flightview,CO-47-IAH-LAX,07:10 PM,08:25 PM,08:56 PM,09:52 PM
477,flightview,AA-2050-ORD-MIA,10:40 AM,11:05 AM,02:45 PM,02:46 PM
478,flightview,UA-248-PHX-ORD,12:57 PM,01:32 PM,05:15 PM,05:34 PM
479,flightview,AA-4330-CVG-ORD,03:35 PM,03:36 PM,04:00 PM,03:33 PM
480,flightview,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:35 AM,10:36 AM
481,flightview,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,07:25 PM
482,flightview,AA-4307-ORD-DTW,06:45 PM,06:55 PM,09:10 PM,08:53 PM
483,flightview,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM
484,flightview,UA-843-LAX-ORD,01:55 PM,02:10 PM,07:53 PM,07:58 PM
485,flightview,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:18 PM,12:09 PM
486,flightview,AA-3842-MSP-ORD,06:00 AM,06:56 AM,07:30 AM,07:51 AM
487,flightview,AA-643-MIA-ORD,07:10 AM,07:30 AM,09:35 AM,09:31 AM
488,flightview,AA-1007-MIA-PHX,04:55 PM,05:08 PM,08:05 PM,07:55 PM
489,flightview,UA-2906-PHL-MCO,03:50 PM,04:28 PM,06:23 PM,06:38 PM
490,flightview,UA-938-DEN-ORD,04:16 PM,04:15 PM,07:35 PM,07:36 PM
491,flightview,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:53 PM
492,flightview,CO-16-LAX-EWR,10:25 AM,10:20 AM,06:44 PM,06:34 PM
493,flightview,UA-2515-DFW-CLT,07:05 AM,07:05 AM,10:31 AM,10:47 AM
494,flightview,AA-400-DFW-JFK,10:40 AM,11:01 AM,02:59 PM,03:04 PM
495,flightview,UA-664-ORD-PHL,01:33 PM,01:31 PM,04:31 PM,04:23 PM
496,flightview,AA-3756-ORD-SLC,12:15 PM,12:41 PM,02:45 PM,02:50 PM
497,flightview,UA-37-EWR-MCO,01:29 PM,01:48 PM,04:17 PM,04:17 PM
498,flightview,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM
499,flightview,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM,12:29 AM
500,flightview,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM
501,flightview,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM
502,flightview,AA-1165-JFK-MIA,06:59 AM,07:22 AM,10:34 AM,10:04 AM
503,flightview,AA-431-MIA-SFO,08:35 AM,08:51 AM,11:50 AM,11:44 AM
504,flightview,UA-3373-IAD-PHL,08:29 AM,08:26 AM,09:24 AM,09:13 AM
505,flightview,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM
506,flightview,CO-1250-MIA-IAH,02:53 PM,03:01 PM,04:48 PM,04:59 PM
507,flightview,UA-6273-YYC-SFO,07:35 AM,07:27 AM,09:43 AM,08:45 AM
508,flightview,UA-828-SFO-ORD,11:08 PM,11:08 PM,05:11 AM,05:11 AM
509,flightview,CO-4888-IAH-DAL,05:30 PM,05:30 PM,06:40 PM,06:40 PM
510,flightview,UA-858-PVG-SFO,01:45 PM,01:32 PM,08:27 AM,08:02 AM
511,flightview,UA-2704-DTW-PHX,11:15 AM,11:15 AM,01:40 PM,02:00 PM
512,flightview,AA-3063-SLC-LAX,08:20 PM,08:39 PM,09:20 PM,09:20 PM
513,flightview,UA-2708-EWR-CLT,02:55 PM,02:55 PM,04:53 PM,04:44 PM
514,flightview,UA-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
515,flightview,UA-1500-IAH-GUA,08:55 AM,09:16 AM,11:45 AM,11:56 AM
516,flightview,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:43 PM
517,flightview,AA-1917-JFK-MCO,02:55 PM,03:27 PM,05:55 PM,05:43 PM
518,flightview,AA-2268-PHX-ORD,07:15 AM,07:22 AM,11:35 AM,11:06 AM
519,flightview,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,01:43 PM
520,flightview,AA-2957-DFW-CVG,07:55 AM,08:04 AM,11:05 AM,11:01 AM
521,flightview,UA-37-EDI-EWR,09:05 AM,08:52 AM,11:53 AM,12:09 PM
522,flightview,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:35 PM,03:13 PM
523,flightview,AA-415-BOS-ORD,08:35 AM,08:56 AM,10:40 AM,10:16 AM
524,flightview,AA-85-JFK-SFO,03:05 PM,03:36 PM,06:30 PM,06:43 PM
525,flightview,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:00 AM,08:06 AM
526,flightview,AA-1544-SAN-ORD,11:25 AM,11:40 AM,05:25 PM,04:56 PM
527,flightview,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:15 PM
528,flightview,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM
529,flightview,AA-2525-DFW-MIA,07:25 AM,07:39 AM,11:10 AM,11:06 AM
530,flightview,CO-50-CLE-EWR,02:55 PM,03:31 PM,04:49 PM,05:26 PM
531,flightview,UA-3099-PHX-PHL,11:55 AM,11:55 AM,06:17 PM,05:38 PM
532,flightview,AA-4198-ORD-CLE,10:40 AM,10:54 AM,12:55 PM,12:50 PM
533,flightview,AA-404-MIA-MCO,06:45 AM,06:57 AM,07:45 AM,07:40 AM
534,flightview,CO-45-EWR-MIA,04:00 PM,03:58 PM,07:05 PM,06:36 PM
535,flightview,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:40 AM,06:19 AM
536,flightview,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:45 AM,11:12 AM
537,flightview,AA-222-LAX-BOS,07:10 AM,07:31 AM,03:30 PM,03:14 PM
538,flightstats,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:32 AM
539,flightstats,CO-1586-IAH-MCO,07:00 PM,07:14 PM,10:15 PM,10:29 PM
540,flightstats,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM
541,flightstats,UA-397-JFK-SFO,08:00 AM,08:29 AM,11:55 AM,11:58 AM
542,flightstats,UA-3925-IAD-ORF,08:41 AM,08:42 AM,09:54 AM,09:43 AM
543,flightstats,AA-1733-ORD-PHX,07:45 PM,07:58 PM,10:30 PM,10:30 PM
544,flightstats,AA-4344-ORD-DTW,11:45 AM,12:13 PM,02:00 PM,02:10 PM
545,flightstats,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,07:25 PM
546,flightstats,UA-2830-MCO-CLT,03:27 PM,03:27 PM,05:05 PM,05:17 PM
547,flightstats,CO-58-DEN-IAH,11:25 AM,11:32 AM,02:50 PM,03:31 PM
548,flightstats,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM
549,flightstats,UA-414-LAX-SFO,06:00 AM,05:56 AM,07:23 AM,07:17 AM
550,flightstats,CO-1614-LAX-IAH,12:30 AM,12:41 AM,05:35 AM,05:26 AM
551,flightstats,UA-2726-FLL-PHL,04:00 PM,04:00 PM,06:46 PM,06:28 PM
552,flightstats,CO-52-IAH-LAX,07:35 AM,07:29 AM,09:21 AM,09:14 AM
553,flightstats,CO-1090-BOS-IAH,09:45 AM,10:19 AM,01:16 PM,01:19 PM
554,flightstats,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM
555,flightstats,UA-3515-IAD-MSP,08:15 AM,08:12 AM,10:06 AM,09:56 AM
556,flightstats,AA-484-DFW-MIA,04:15 PM,04:29 PM,07:55 PM,07:39 PM
557,flightstats,AA-616-DFW-DTW,09:05 AM,10:10 AM,12:35 PM,01:27 PM
558,flightstats,CO-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
559,flightstats,CO-63-EWR-IAH,05:25 PM,05:22 PM,08:22 PM,08:03 PM
560,flightstats,AA-446-DFW-PHL,11:50 AM,12:12 PM,03:50 PM,04:09 PM
561,flightstats,CO-1023-IAH-DEN,11:40 AM,11:56 AM,01:17 PM,01:14 PM
562,flightstats,AA-466-IAH-MIA,06:00 AM,06:08 AM,09:20 AM,09:05 AM
563,flightstats,UA-3050-PHX-CLT,11:05 AM,11:30 AM,04:57 PM,05:05 PM
564,flightstats,CO-89-IAH-EWR,06:00 AM,06:02 AM,10:20 AM,10:27 AM
565,flightstats,CO-1088-CLE-IAH,08:40 AM,08:40 AM,10:54 AM,10:56 AM
566,flightstats,AA-2957-DFW-CVG,07:55 AM,08:04 AM,11:05 AM,11:01 AM
567,flightstats,AA-1664-MIA-ATL,10:15 AM,10:18 AM,12:10 PM,11:56 AM
568,flightstats,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:00 AM,08:06 AM
569,flightstats,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:30 PM
570,flightstats,AA-404-MIA-MCO,06:45 AM,06:57 AM,07:45 AM,07:40 AM
571,flightstats,AA-3756-ORD-SLC,12:15 PM,12:41 PM,02:45 PM,02:50 PM
572,flightstats,UA-382-IAD-LAX,12:30 PM,12:35 PM,03:19 PM,03:21 PM
573,flightstats,UA-2945-PHL-CLT,12:00 AM,03:11 AM,01:45 PM,01:15 PM
574,flightstats,CO-47-IAH-LAX,07:10 PM,08:25 PM,08:56 PM,09:52 PM
575,flightstats,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM
576,flightstats,AA-2050-ORD-MIA,10:40 AM,11:05 AM,02:45 PM,02:46 PM
577,flightstats,UA-248-PHX-ORD,12:57 PM,01:32 PM,05:15 PM,05:34 PM
578,flightstats,AA-4330-CVG-ORD,03:35 PM,03:36 PM,04:00 PM,03:33 PM
579,flightstats,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:35 AM,10:36 AM
